medium	boundary-controls	4. Obstructions and controls	contains_indexed_fragments	336
medium	annihilation-two-input-control	3. A control where products are easier than the factor	not_spot_reviewed	769
medium	php-truth-convention	1. Ordinary clauses and the truth-value convention	not_spot_reviewed	860
medium	axiom-normalizer-checks	6. Checks and the limits of the result	not_spot_reviewed	1130
medium	mod-pruning-checks	6. Checks and the remaining obstruction	not_spot_reviewed	1256
medium	signed-fixture-support	2. Degree and support ledger	not_spot_reviewed	1755
medium	frontier-exposed-requests	3. A small outer polynomial can expose many OR roots	plausible_missing_standalone_or_unlinked_proof_ingredient	2458
medium	share-checks	5. Recursive images, nonconstant arguments, and private-root controls	not_spot_reviewed	2641
medium	mixed-checks	7. Exact mixed-role certificates and limitations	not_spot_reviewed	2755
medium	mod-goal-checks	5. Complete traces include genuinely goal-dependent cases	not_spot_reviewed	3811
medium	virtual-strict-positive	3. Positive Boolean roots: ignore pure disjuncts	likely_proof_subsection	4477
medium	virtual-strict-negative	4. Negative Boolean roots and the MOD directions	likely_proof_subsection	4493
high	virtual-strict-next	7. What the criterion does and does not provide	scope_discussion	4508
medium	virtual-axiom-structural-degree	2. Preserve the original structural degree majorant	not_spot_reviewed	4536
medium	virtual-axiom-applications	5. The two constant modes have concrete witnesses	not_spot_reviewed	4576
medium	row-projection-Booleanity	3. Rebuild the current sharp Booleanity witnesses	not_spot_reviewed	4832
medium	categorical-profile-setup	1. Independent column profiles and their actual coordinates	not_spot_reviewed	5659
medium	PHP-target-strategic-check	5. The user's question about PHP as the target	not_spot_reviewed	7083
medium	affine-extension-audit	1. Exact source distinctions checked	not_spot_reviewed	7110
medium	extension-field-proof-ledger	4. Sparse equations and their actual degree ledger	not_spot_reviewed	7236
medium	column-literal-scope-and-reuse	4. What can safely be consolidated	not_spot_reviewed	7411
medium	route-audit-obstructions	3. What the counterexamples establish	not_spot_reviewed	7474
medium	batching-attempt-composition	2. Balancing the transformation tree retains the sum	not_spot_reviewed	7525
medium	batching-attempt-cross-block-control	3. Why a selector for one input need not handle another block	not_spot_reviewed	7537
medium	literal-star-cover-normalizers	4. A small row/column cover supplies actual-degree images	plausible_missing_standalone_or_unlinked_proof_ingredient	7634
medium	product-sampler-preliminary-bound	1. The first product sampler and its cost	plausible_missing_standalone	8395
medium	lean-mod-interpolation-statement	Exact verified statement	existing_formal_statement_source_link_candidate	15584
medium	lean-mp-telescoping-statement	Verified statement and indexing	existing_formal_statement_source_link_candidate	15630
medium	lean-binary-semantic-rule-reduction	The indexed rule-convention bridge	existing_formal_statement_source_link_candidate	15716
medium	relative-column-control-is-reuse	3. The natural collision-relative control is an existing mechanism	not_spot_reviewed	16142
medium	relative-source-audit-rejected-shortcuts	4. Checks that did not supply the general step	not_spot_reviewed	16160
medium	third-party-chessboard-filling-interface	H: the precise prior-literature claim	existing_claim_source_link_candidate	16234
medium	third-party-chessboard-route	Proposed dependency route	not_spot_reviewed	16248
medium	constant-coefficient-fillings-and-source-conditioning	2. Constant coefficients work; old multiplication is different	not_spot_reviewed	16563
medium	entry-2026-09-15-lean-chessboard-star-intersections	Supporting claim: support-exhaustive relabeling	not_spot_reviewed	16855
medium	entry-2026-09-15-retired-research-log	2026-09-11 / implication_boundary_20260911_01 — one-block consequence and boundary transfer	not_spot_reviewed	17196
high	bounded-arity-extension-scope-audit	5. A related published theorem needs different source bounds	unindexed_literature_scope_audit	17264
medium	entry-2026-09-15-lean-boolean-reduction	Full certificate argument	not_spot_reviewed	17592
medium	entry-2026-09-15-lean-boolean-reduction	Grid injectivity and boundary cases	not_spot_reviewed	17605
medium	entry-2026-09-15-lean-matching-moment-completeness	All row equations, with the original degree charge	not_spot_reviewed	17906
medium	entry-2026-09-15-lean-matching-moment-completeness	Every moment assignment, and the actual bounded functional space	not_spot_reviewed	17919
medium	entry-2026-09-15-lean-matching-extension-filtration	Stable filtration, ordinary PC closure and normalization	not_spot_reviewed	18262
medium	entry-2026-09-15-lean-disjoint-coordinate-pairs	Bit isolation and the residual parameter ledger	not_spot_reviewed	18476
medium	entry-2026-09-15-lean-binary-cube-degree-drop	Ordinary NS transport with every generator multiple charged	not_spot_reviewed	18535
medium	mixed-prefix-original-degree-witnesses	2. Complete ordinary NS witnesses keep constant source ceilings	not_spot_reviewed	18897
medium	row-density-new-query-control	4. The previously missing query detects the difference	not_spot_reviewed	19256
medium	entry-2026-09-16-fable-transfer-assessment	What is generic, and what still depends on the source	not_spot_reviewed	19485
medium	preprint-revision-1-changes	What changed in the manuscript	not_spot_reviewed	19721
medium	level-one-conservativity-checks	1. Exact checks on level-one bases	contains_indexed_fragment_and_unowned_finite_evidence	19959
medium	subcube-switching-family	1. The family with slack, the residual instance, and the canonical tree	not_spot_reviewed	20290
medium	random-flat-family	5. The way around the refutation: a random flat	not_spot_reviewed	20331
high	random-flat-light-lemma	2. The light-row lemma transfers	unlinked_application_of_existing	20364
medium	random-flat-parameters	4. Parameters: complete below \(n/\mathrm{polylog}\), a window above	not_spot_reviewed	20383
medium	heavy-bound-refined	1. The heavy-term bound on the compact family is sharper than stated	not_spot_reviewed	20417
medium	window-obligation-corrected	2. The corrected obligation: distinct holes	not_spot_reviewed	20466
medium	window-failed-constructions	3. Two constructions that do not refute the corrected obligation	not_spot_reviewed	20470
medium	unary-reader-setup	1. Setting	not_spot_reviewed	20525
high	occupant-counterexample-fails	2. A candidate counterexample and why it fails	unindexed_failed_attempt_or_scope_note	20616
medium	mixed-remaining-step	3. What remains for mixed readers	not_spot_reviewed	20619
medium	mixed-obligation-sharpened	3. The sharpened obligation and a route that does not work	not_spot_reviewed	20652
high	exposure-obstacle	4. What the corollary does not give, and why the natural conditioning fails	unindexed_scope_obstruction_candidate	20697
medium	single-row-full-setting	1. The subclass	not_spot_reviewed	20721
medium	loading-definitions	1. Loading	not_spot_reviewed	20758
medium	loading-gap	4. The residual case	not_spot_reviewed	20776
high	many-out-rows-lemma	2. Lemma: many rows with an out-class force a satisfied term	plausible_missing_standalone	20804
medium	residual-case-sharpened	3. The residual case	not_spot_reviewed	20807
